de;975;2;1
la;700;2;2
le;535;2;3
les;475;3;4
à;397;2;5
et;370;2;6
des;298;3;7
il;272;2;8
un;268;2;9
une;225;3;10
se;219;2;11
en;204;2;12
que;196;3;13
qui;184;3;14
du;173;2;15
dans;168;4;16
pas;143;3;17
ne;142;2;18
au;131;2;19
lui;121;3;20
sur;115;3;21
son;115;3;22
sa;110;2;23
Il;105;2;24
avait;101;5;25
pour;99;4;26
par;93;3;27
d'un;93;4;28
elle;88;4;29
avec;88;4;30
comme;80;5;31
deux;79;4;32
plus;78;4;33
d'une;77;5;34
sans;76;4;35
ses;75;3;36
était;73;6;37
Etienne;73;7;38
ce;69;2;39
Maheu;69;5;40
Et;68;2;41
y;62;1;42
si;59;2;43
qu'il;59;5;44
on;59;2;45
je;59;2;46
sous;58;4;47
ça;56;3;48
Catherine;55;9;49
tout;53;4;50
ils;53;3;51
Mais;53;4;52
vous;44;4;53
aux;44;3;54
dont;43;4;55
cette;42;5;56
Le;41;2;57
yeux;37;4;58
encore;37;6;59
leur;36;4;60
jeune;36;5;61
ans;36;3;62
Elle;36;4;63
dit;35;3;64
La;35;2;65
tête;34;5;66
homme;34;5;67
fond;34;4;68
donc;34;4;69
Zacharie;34;8;70
On;34;2;71
où;33;3;72
bas;33;3;73
même;32;5;74
quatre;31;6;75
qu'on;31;5;76
leurs;31;5;77
bien;31;4;78
a;31;1;79
trois;30;5;80
Les;30;3;81
berlines;29;8;82
tous;28;4;83
ces;28;3;84
Un;28;2;85
tu;27;2;86
toujours;27;8;87
bras;27;4;88
C'est;27;5;89
travail;26;7;90
terre;26;5;91
rien;26;4;92
qu'elle;26;7;93
nous;26;4;94
fosse;26;5;95
Levaque;26;7;96
C'était;26;8;97
voix;25;4;98
taille;25;6;99
peu;25;3;100
milieu;25;6;101
gros;25;4;102
bois;25;4;103
ainsi;25;5;104
père;24;5;105
puis;24;4;106
nuit;24;4;107
mètres;24;7;108
là;24;3;109
fille;24;5;110
charbon;24;7;111
mais;23;4;112
fut;23;3;113
faire;23;5;114
avoir;23;5;115
puits;22;5;116
l'autre;22;7;117
devant;22;6;118
coup;22;4;119
vieux;21;5;120
trop;21;4;121
tandis;21;6;122
s'était;21;8;123
quand;21;5;124
derrière;21;9;125
autre;21;5;126
Puis;21;4;127
six;20;3;128
près;20;5;129
jour;20;4;130
faisait;20;7;131
est;20;3;132
autres;20;6;133
venait;19;6;134
semblait;19;8;135
ouvriers;19;8;136
noir;19;4;137
l'air;19;5;138
houille;19;7;139
depuis;19;6;140
air;19;3;141
Une;19;3;142
Chaval;19;6;143
étaient;18;8;144
ténèbres;18;10;145
salle;18;5;146
répondit;18;9;147
porion;18;6;148
nouveau;18;7;149
me;18;2;150
haut;18;4;151
eut;18;3;152
car;18;3;153
c'est;18;5;154
Voreux;18;6;155
Ils;18;3;156
épaules;17;8;157
point;17;5;158
n'y;17;3;159
feu;17;3;160
entre;17;5;161
cage;17;4;162
berline;17;7;163
aussi;17;5;164
vent;16;4;165
veine;16;5;166
pouvait;16;7;167
porte;16;5;168
